"gene_name","gene_description","log2_fold_change","p_value","sample_type","data_source","ENSEMBL_ID","Present.in.the.16p11.2.Region"
"CALCOCO2","calcium binding and coiled-coil domain 2 [Source:HGNC Symbol;Acc:29912]",0.020323455,0.885670856,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000136436","No"
"BMP7","bone morphogenetic protein 7 [Source:HGNC Symbol;Acc:1074]",-0.001042434,0.996346291,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000101144","No"
"HS3ST3B1","heparan sulfate (glucosamine) 3-O-sulfotransferase 3B1 [Source:HGNC Symbol;Acc:5198]",-0.45436954,0.226888362,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000125430","No"
"FRYL","FRY-like [Source:HGNC Symbol;Acc:29127]",-0.076829097,0.293167693,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000075539","No"
"LANCL2","LanC lantibiotic synthetase component C-like 2 (bacterial) [Source:HGNC Symbol;Acc:6509]",-0.057019046,0.617595508,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000132434","No"
"SRRD","SRR1 domain containing [Source:HGNC Symbol;Acc:33910]",-0.090228333,0.169263596,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000100104","No"
"KHNYN","KH and NYN domain containing [Source:HGNC Symbol;Acc:20166]",-0.268325584,0.139272209,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000100441","No"
"FTSJ1","FtsJ RNA methyltransferase homolog 1 (E. coli) [Source:HGNC Symbol;Acc:13254]",0.083673999,0.205831222,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000068438","No"
"RP11-169K16.9","",-0.020055719,0.838685326,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000179743","No"
"ACAD11","acyl-CoA dehydrogenase family, member 11 [Source:HGNC Symbol;Acc:30211]",0.061442252,0.548595852,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000240303","No"
"PLEKHF2","pleckstrin homology domain containing, family F (with FYVE domain) member 2 [Source:HGNC Symbol;Acc:20757]",-0.062461116,0.649246147,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000175895","No"
"MST4","Serine/threonine-protein kinase MST4  [Source:UniProtKB/Swiss-Prot;Acc:Q9P289]",-0.134434439,0.585013099,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000134602","No"
"DSTNP2","destrin (actin depolymerizing factor) pseudogene 2 [Source:HGNC Symbol;Acc:34546]",0.042716553,0.836738176,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000248593","No"
"DOCK4","dedicator of cytokinesis 4 [Source:HGNC Symbol;Acc:19192]",-0.15520719,0.099337578,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000128512","No"
"DENND5B","DENN/MADD domain containing 5B [Source:HGNC Symbol;Acc:28338]",-0.148793848,0.106371081,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000170456","No"
"ORC5","origin recognition complex, subunit 5 [Source:HGNC Symbol;Acc:8491]",0.077518667,0.415413846,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000164815","No"
"KCNB2","potassium voltage-gated channel, Shab-related subfamily, member 2 [Source:HGNC Symbol;Acc:6232]",-0.097945031,0.537309784,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000182674","No"
"TMEM159","transmembrane protein 159 [Source:HGNC Symbol;Acc:30136]",0.519327331,0.039046678,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000011638","No"
"ZNF93","zinc finger protein 93 [Source:HGNC Symbol;Acc:13169]",0.00683411,0.956615136,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000184635","No"
"SUGT1","SGT1, suppressor of G2 allele of SKP1 (S. cerevisiae) [Source:HGNC Symbol;Acc:16987]",0.043800583,0.57837072,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000165416","No"
"MRPS7","mitochondrial ribosomal protein S7 [Source:HGNC Symbol;Acc:14499]",-0.093781256,0.398416517,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000125445","No"
"USP33","ubiquitin specific peptidase 33 [Source:HGNC Symbol;Acc:20059]",-0.053010373,0.541255141,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000077254","No"
"MED29","mediator complex subunit 29 [Source:HGNC Symbol;Acc:23074]",-0.015221895,0.829067562,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000063322","No"
"LTA4H","leukotriene A4 hydrolase [Source:HGNC Symbol;Acc:6710]",-0.048732358,0.625587948,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000111144","No"
"C9orf16","chromosome 9 open reading frame 16 [Source:HGNC Symbol;Acc:17823]",-0.11112898,0.484305775,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000171159","No"
"APBA2","amyloid beta (A4) precursor protein-binding, family A, member 2 [Source:HGNC Symbol;Acc:579]",-0.142348616,0.221086914,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000034053","No"
"LRRTM2","leucine rich repeat transmembrane neuronal 2 [Source:HGNC Symbol;Acc:19409]",-0.049467295,0.787312414,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000146006","No"
"RLF","rearranged L-myc fusion [Source:HGNC Symbol;Acc:10025]",0.027192126,0.74587,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000117000","No"
"PQLC1","PQ loop repeat containing 1 [Source:HGNC Symbol;Acc:26188]",-0.014542732,0.883088567,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000122490","No"
"FSCN1","fascin homolog 1, actin-bundling protein (Strongylocentrotus purpuratus) [Source:HGNC Symbol;Acc:11148]",0.137093612,0.216795062,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000075618","No"
"ZNF324","zinc finger protein 324 [Source:HGNC Symbol;Acc:14096]",0.01226766,0.932403301,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000083812","No"
"PLK1S1","polo-like kinase 1 substrate 1 [Source:HGNC Symbol;Acc:15865]",0.02264428,0.891261456,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000088970","No"
"PPARD","peroxisome proliferator-activated receptor delta [Source:HGNC Symbol;Acc:9235]",0.050881186,0.654377325,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000112033","No"
"FGFR3","fibroblast growth factor receptor 3 [Source:HGNC Symbol;Acc:3690]",-0.007472214,0.986689474,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000068078","No"
"MRGBP","MRG/MORF4L binding protein [Source:HGNC Symbol;Acc:15866]",0.003799475,0.967848177,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000101189","No"
"PTBP3","polypyrimidine tract binding protein 3 [Source:HGNC Symbol;Acc:10253]",0.093533924,0.345421236,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000119314","No"
"LARP1B","La ribonucleoprotein domain family, member 1B [Source:HGNC Symbol;Acc:24704]",0.037814964,0.726109684,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000138709","No"
"AC016739.2","",-0.035999881,0.926372396,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000218175","No"
"SIAH2","siah E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:10858]",-0.03546954,0.725145763,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000181788","No"
"ZNF710","zinc finger protein 710 [Source:HGNC Symbol;Acc:25352]",-0.14198187,0.203926072,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000140548","No"
"SUCLA2","succinate-CoA ligase, ADP-forming, beta subunit [Source:HGNC Symbol;Acc:11448]",-0.022577884,0.794457313,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000136143","No"
"HUWE1","HECT, UBA and WWE domain containing 1, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:30892]",0.000949967,0.99430373,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000086758","No"
"YWHAB","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta [Source:HGNC Symbol;Acc:12849]",-0.193003115,0.147996612,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000166913","No"
"CARM1","coactivator-associated arginine methyltransferase 1 [Source:HGNC Symbol;Acc:23393]",-0.032310418,0.72140501,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000142453","No"
"KNSTRN","kinetochore-localized astrin/SPAG5 binding protein [Source:HGNC Symbol;Acc:30767]",0.097042458,0.360294812,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000128944","No"
"EPB41","erythrocyte membrane protein band 4.1 (elliptocytosis 1, RH-linked) [Source:HGNC Symbol;Acc:3377]",-0.120718023,0.329435977,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000159023","No"
"SLC2A12","solute carrier family 2 (facilitated glucose transporter), member 12 [Source:HGNC Symbol;Acc:18067]",-0.064277962,0.860430063,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000146411","No"
"RPE","ribulose-5-phosphate-3-epimerase [Source:HGNC Symbol;Acc:10293]",-0.104615895,0.173913548,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000197713","No"
"ZNF3","zinc finger protein 3 [Source:HGNC Symbol;Acc:13089]",-0.008725344,0.90215305,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000166526","No"
"NCKAP1","NCK-associated protein 1 [Source:HGNC Symbol;Acc:7666]",0.025164084,0.717220927,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000061676","No"
"MAP4K5","mitogen-activated protein kinase kinase kinase kinase 5 [Source:HGNC Symbol;Acc:6867]",-0.040778332,0.568334025,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000012983","No"
"PACS2","phosphofurin acidic cluster sorting protein 2 [Source:HGNC Symbol;Acc:23794]",-0.117875535,0.210896439,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000179364","No"
"ATP5I","ATP synthase, H+ transporting, mitochondrial Fo complex, subunit E [Source:HGNC Symbol;Acc:846]",-0.063421918,0.489613698,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000169020","No"
"RAD54L2","RAD54-like 2 (S. cerevisiae) [Source:HGNC Symbol;Acc:29123]",-0.042580711,0.670054031,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000164080","No"
"AC005154.6","",-0.063068452,0.646539091,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000196295","No"
"MRPS18A","mitochondrial ribosomal protein S18A [Source:HGNC Symbol;Acc:14515]",-0.000979402,0.992186555,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000096080","No"
"RPS6KL1","ribosomal protein S6 kinase-like 1 [Source:HGNC Symbol;Acc:20222]",-0.110170821,0.568361169,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000198208","No"
"FHL1","four and a half LIM domains 1 [Source:HGNC Symbol;Acc:3702]",0.135130841,0.115824361,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000022267","No"
"CCNG2","cyclin G2 [Source:HGNC Symbol;Acc:1593]",-0.051089703,0.655156986,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000138764","No"
"ECI1","enoyl-CoA delta isomerase 1 [Source:HGNC Symbol;Acc:2703]",-0.035884997,0.775220817,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000167969","No"
"PITPNM1","phosphatidylinositol transfer protein, membrane-associated 1 [Source:HGNC Symbol;Acc:9003]",0.011365435,0.889705602,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000110697","No"
"CEP72","centrosomal protein 72kDa [Source:HGNC Symbol;Acc:25547]",0.026573393,0.868588437,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000112877","No"
"UBXN1","UBX domain protein 1 [Source:HGNC Symbol;Acc:18402]",-0.162079392,0.064987186,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000162191","No"
"ST3GAL5","ST3 beta-galactoside alpha-2,3-sialyltransferase 5 [Source:HGNC Symbol;Acc:10872]",0.016521495,0.899624658,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000115525","No"
"COX7A2","cytochrome c oxidase subunit VIIa polypeptide 2 (liver) [Source:HGNC Symbol;Acc:2288]",0.005937745,0.937422802,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000112695","No"
"UBAC2","UBA domain containing 2 [Source:HGNC Symbol;Acc:20486]",-0.072877024,0.334015096,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000134882","No"
"AKAP6","A kinase (PRKA) anchor protein 6 [Source:HGNC Symbol;Acc:376]",-0.133163251,0.285853695,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000151320","No"
"KPNA5","karyopherin alpha 5 (importin alpha 6) [Source:HGNC Symbol;Acc:6398]",-0.178632165,0.093169263,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000196911","No"
"SLITRK3","SLIT and NTRK-like family, member 3 [Source:HGNC Symbol;Acc:23501]",-0.021512487,0.886672343,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000121871","No"
"DNAJC14","DnaJ (Hsp40) homolog, subfamily C, member 14 [Source:HGNC Symbol;Acc:24581]",-0.042398965,0.503492861,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000135392","No"
"NDUFA4","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 4, 9kDa [Source:HGNC Symbol;Acc:7687]",0.008888486,0.897637647,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000189043","No"
"WSCD1","WSC domain containing 1 [Source:HGNC Symbol;Acc:29060]",-0.03887913,0.806532991,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000179314","No"
"CHRNB1","cholinergic receptor, nicotinic, beta 1 (muscle) [Source:HGNC Symbol;Acc:1961]",-0.507539558,0.000239594,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000170175","No"
"AFTPH","aftiphilin [Source:HGNC Symbol;Acc:25951]",-0.00934702,0.902731401,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000119844","No"
"DLG2","discs, large homolog 2 (Drosophila) [Source:HGNC Symbol;Acc:2901]",0.033393808,0.841909778,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000150672","No"
"NFXL1","nuclear transcription factor, X-box binding-like 1 [Source:HGNC Symbol;Acc:18726]",0.049333144,0.668143593,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000170448","No"
"IARS2","isoleucyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:29685]",-0.116568943,0.201131367,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000067704","No"
"C20orf27","chromosome 20 open reading frame 27 [Source:HGNC Symbol;Acc:15873]",-0.094971292,0.44683354,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000101220","No"
"RAP1A","RAP1A, member of RAS oncogene family [Source:HGNC Symbol;Acc:9855]",0.032573133,0.707396348,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000116473","No"
"SON","SON DNA binding protein [Source:HGNC Symbol;Acc:11183]",0.038111236,0.850113548,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000159140","No"
"LRP12","low density lipoprotein receptor-related protein 12 [Source:HGNC Symbol;Acc:31708]",-0.004443419,0.958741984,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000147650","No"
"ZNF480","zinc finger protein 480 [Source:HGNC Symbol;Acc:23305]",-0.005583654,0.946105207,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000198464","No"
"DDHD1","DDHD domain containing 1 [Source:HGNC Symbol;Acc:19714]",-0.024262365,0.746747554,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000100523","No"
"LRRC55","leucine rich repeat containing 55 [Source:HGNC Symbol;Acc:32324]",0.191073628,0.330386592,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000183908","No"
"SEMA3D","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3D [Source:HGNC Symbol;Acc:10726]",0.073042369,0.716565908,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000153993","No"
"STK11","serine/threonine kinase 11 [Source:HGNC Symbol;Acc:11389]",0.010421389,0.909580235,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000118046","No"
"KLHL23","kelch-like family member 23 [Source:HGNC Symbol;Acc:27506]",-0.055225197,0.700465764,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000213160","No"
"RAP2C","RAP2C, member of RAS oncogene family [Source:HGNC Symbol;Acc:21165]",0.053840653,0.49634679,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000123728","No"
"CCDC159","coiled-coil domain containing 159 [Source:HGNC Symbol;Acc:26996]",-0.062131305,0.721914676,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000183401","No"
"TIMM8B","translocase of inner mitochondrial membrane 8 homolog B (yeast) [Source:HGNC Symbol;Acc:11818]",-0.096637053,0.32673909,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000150779","No"
"CD164","CD164 molecule, sialomucin [Source:HGNC Symbol;Acc:1632]",0.032443378,0.801409072,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000135535","No"
"FAM65A","family with sequence similarity 65, member A [Source:HGNC Symbol;Acc:25836]",0.249176138,0.334148622,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000039523","No"
"NUDCD1","NudC domain containing 1 [Source:HGNC Symbol;Acc:24306]",0.093490075,0.292828411,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000120526","No"
"RNF126","ring finger protein 126 [Source:HGNC Symbol;Acc:21151]",0.032292857,0.850160909,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000070423","No"
"DCAF4","DDB1 and CUL4 associated factor 4 [Source:HGNC Symbol;Acc:20229]",0.058537901,0.57977434,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000119599","No"
"PLXNA1","plexin A1 [Source:HGNC Symbol;Acc:9099]",-0.061189367,0.535243615,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000114554","No"
"PDXK","pyridoxal (pyridoxine, vitamin B6) kinase [Source:HGNC Symbol;Acc:8819]",0.152317985,0.179287077,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000160209","No"
"ATP1A1","ATPase, Na+/K+ transporting, alpha 1 polypeptide [Source:HGNC Symbol;Acc:799]",0.083761158,0.370696686,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000163399","No"
"BTBD7","BTB (POZ) domain containing 7 [Source:HGNC Symbol;Acc:18269]",0.012470019,0.859824929,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000011114","No"
"DCDC1","doublecortin domain containing 1 [Source:HGNC Symbol;Acc:20625]",-0.045977478,0.787765292,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000170959","No"
"RAB33A","RAB33A, member RAS oncogene family [Source:HGNC Symbol;Acc:9773]",-0.09040228,0.592362662,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000134594","No"
"DYNLRB2","dynein, light chain, roadblock-type 2 [Source:HGNC Symbol;Acc:15467]",-0.108459724,0.759334636,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000168589","No"
"DPP8","dipeptidyl-peptidase 8 [Source:HGNC Symbol;Acc:16490]",0.094723215,0.203505113,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000074603","No"
"KIAA0556","KIAA0556 [Source:HGNC Symbol;Acc:29068]",-0.012598266,0.868213895,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000047578","No"
"ZBTB6","zinc finger and BTB domain containing 6 [Source:HGNC Symbol;Acc:16764]",0.017687422,0.863717606,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000186130","No"
"CMTM6","CKLF-like MARVEL transmembrane domain containing 6 [Source:HGNC Symbol;Acc:19177]",-0.139841407,0.059860939,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000091317","No"
"RP11-540B6.6","",-0.101682475,0.667896372,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000270015","No"
"RP5-886K2.3","",-0.029191673,0.872379218,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000236810","No"
